"ITTER107","Territorio","SEXISTAT1","Sesso","ETA1","Classe di età","TITOLO_STUDIO","Titolo di studio","CITTADINANZA","Cittadinanza","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITCD","Nord","2","femmine","Y15-34","15-34 anni","11","laurea e post-laurea","TOTAL","totale","2019","2019",441.125,,
"ITCD","Nord","2","femmine","Y15-34","15-34 anni","11","laurea e post-laurea","TOTAL","totale","2019-Q1","T1-2019",447.783,,
"ITCD","Nord","2","femmine","Y15-34","15-34 anni","11","laurea e post-laurea","TOTAL","totale","2019-Q2","T2-2019",453.702,,
"ITCD","Nord","2","femmine","Y15-34","15-34 anni","11","laurea e post-laurea","TOTAL","totale","2019-Q4","T4-2019",436.378,,
"ITCD","Nord","2","femmine","Y15-34","15-34 anni","11","laurea e post-laurea","TOTAL","totale","2019-Q3","T3-2019",426.636,,
"ITCD","Nord","2","femmine","Y15-34","15-34 anni","11","laurea e post-laurea","TOTAL","totale","2020","2020",431.983,,
"ITCD","Nord","2","femmine","Y15-34","15-34 anni","11","laurea e post-laurea","TOTAL","totale","2020-Q2","T2-2020",436.579,,
"ITCD","Nord","2","femmine","Y15-34","15-34 anni","11","laurea e post-laurea","TOTAL","totale","2020-Q1","T1-2020",450.251,,
"ITCD","Nord","2","femmine","Y15-34","15-34 anni","11","laurea e post-laurea","TOTAL","totale","2020-Q3","T3-2020",412.613,,
"ITCD","Nord","2","femmine","Y15-34","15-34 anni","11","laurea e post-laurea","TOTAL","totale","2020-Q4","T4-2020",428.489,,
"ITCD","Nord","2","femmine","Y15-34","15-34 anni","99","totale","TOTAL","totale","2019","2019",1202.727,,
"ITCD","Nord","2","femmine","Y15-34","15-34 anni","99","totale","TOTAL","totale","2019-Q1","T1-2019",1182.803,,
"ITCD","Nord","2","femmine","Y15-34","15-34 anni","99","totale","TOTAL","totale","2019-Q2","T2-2019",1223.277,,
"ITCD","Nord","2","femmine","Y15-34","15-34 anni","99","totale","TOTAL","totale","2019-Q4","T4-2019",1202.808,,
"ITCD","Nord","2","femmine","Y15-34","15-34 anni","99","totale","TOTAL","totale","2019-Q3","T3-2019",1202.019,,
"ITCD","Nord","2","femmine","Y15-34","15-34 anni","99","totale","TOTAL","totale","2020","2020",1130.18,,
"ITCD","Nord","2","femmine","Y15-34","15-34 anni","99","totale","TOTAL","totale","2020-Q2","T2-2020",1107.566,,
"ITCD","Nord","2","femmine","Y15-34","15-34 anni","99","totale","TOTAL","totale","2020-Q1","T1-2020",1191.331,,
"ITCD","Nord","2","femmine","Y15-34","15-34 anni","99","totale","TOTAL","totale","2020-Q3","T3-2020",1115.861,,
"ITCD","Nord","2","femmine","Y15-34","15-34 anni","99","totale","TOTAL","totale","2020-Q4","T4-2020",1105.963,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2019","2019",7.674,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2019-Q1","T1-2019",9.66,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2019-Q2","T2-2019",5.694,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2019-Q4","T4-2019",7.238,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2019-Q3","T3-2019",8.104,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2020","2020",6.203,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2020-Q2","T2-2020",4.166,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2020-Q1","T1-2020",4.439,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2020-Q3","T3-2020",7.222,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2020-Q4","T4-2020",8.984,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","4","licenza di scuola media","TOTAL","totale","2019","2019",201.463,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","4","licenza di scuola media","TOTAL","totale","2019-Q1","T1-2019",195.588,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","4","licenza di scuola media","TOTAL","totale","2019-Q2","T2-2019",191.401,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","4","licenza di scuola media","TOTAL","totale","2019-Q4","T4-2019",204.046,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","4","licenza di scuola media","TOTAL","totale","2019-Q3","T3-2019",214.816,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","4","licenza di scuola media","TOTAL","totale","2020","2020",183.948,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","4","licenza di scuola media","TOTAL","totale","2020-Q2","T2-2020",180.831,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","4","licenza di scuola media","TOTAL","totale","2020-Q1","T1-2020",199.256,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","4","licenza di scuola media","TOTAL","totale","2020-Q3","T3-2020",185.272,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","4","licenza di scuola media","TOTAL","totale","2020-Q4","T4-2020",170.434,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","7","diploma","TOTAL","totale","2019","2019",513.17,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","7","diploma","TOTAL","totale","2019-Q1","T1-2019",502.283,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","7","diploma","TOTAL","totale","2019-Q2","T2-2019",506.418,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","7","diploma","TOTAL","totale","2019-Q4","T4-2019",523.404,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","7","diploma","TOTAL","totale","2019-Q3","T3-2019",520.576,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","7","diploma","TOTAL","totale","2020","2020",484.668,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","7","diploma","TOTAL","totale","2020-Q2","T2-2020",474.616,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","7","diploma","TOTAL","totale","2020-Q1","T1-2020",484.111,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","7","diploma","TOTAL","totale","2020-Q3","T3-2020",494.352,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","7","diploma","TOTAL","totale","2020-Q4","T4-2020",485.593,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","11","laurea e post-laurea","TOTAL","totale","2019","2019",172.307,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","11","laurea e post-laurea","TOTAL","totale","2019-Q1","T1-2019",185.138,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","11","laurea e post-laurea","TOTAL","totale","2019-Q2","T2-2019",178.772,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","11","laurea e post-laurea","TOTAL","totale","2019-Q4","T4-2019",166.28,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","11","laurea e post-laurea","TOTAL","totale","2019-Q3","T3-2019",159.04,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","11","laurea e post-laurea","TOTAL","totale","2020","2020",180.162,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","11","laurea e post-laurea","TOTAL","totale","2020-Q2","T2-2020",175.105,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","11","laurea e post-laurea","TOTAL","totale","2020-Q1","T1-2020",180.06,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","11","laurea e post-laurea","TOTAL","totale","2020-Q3","T3-2020",177.027,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","11","laurea e post-laurea","TOTAL","totale","2020-Q4","T4-2020",188.455,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","99","totale","TOTAL","totale","2019","2019",894.614,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","99","totale","TOTAL","totale","2019-Q1","T1-2019",892.668,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","99","totale","TOTAL","totale","2019-Q2","T2-2019",882.285,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","99","totale","TOTAL","totale","2019-Q4","T4-2019",900.968,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","99","totale","TOTAL","totale","2019-Q3","T3-2019",902.536,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","99","totale","TOTAL","totale","2020","2020",854.98,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","99","totale","TOTAL","totale","2020-Q2","T2-2020",834.717,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","99","totale","TOTAL","totale","2020-Q1","T1-2020",867.866,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","99","totale","TOTAL","totale","2020-Q3","T3-2020",863.873,,
"ITC","Nord-ovest","1","maschi","Y15-34","15-34 anni","99","totale","TOTAL","totale","2020-Q4","T4-2020",853.465,,
"ITC","Nord-ovest","2","femmine","Y15-34","15-34 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2019","2019",2.548,,
"ITC","Nord-ovest","2","femmine","Y15-34","15-34 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2019-Q1","T1-2019",3.188,,
"ITC","Nord-ovest","2","femmine","Y15-34","15-34 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2019-Q2","T2-2019",0.739,,
"ITC","Nord-ovest","2","femmine","Y15-34","15-34 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2019-Q4","T4-2019",3.729,,
"ITC","Nord-ovest","2","femmine","Y15-34","15-34 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2019-Q3","T3-2019",2.538,,
"ITC","Nord-ovest","2","femmine","Y15-34","15-34 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2020","2020",1.135,,
"ITC","Nord-ovest","2","femmine","Y15-34","15-34 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2020-Q2","T2-2020",1.127,,
"ITC","Nord-ovest","2","femmine","Y15-34","15-34 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2020-Q1","T1-2020",1.045,,
"ITC","Nord-ovest","2","femmine","Y15-34","15-34 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2020-Q3","T3-2020",2.322,,
"ITC","Nord-ovest","2","femmine","Y15-34","15-34 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2020-Q4","T4-2020",0.046,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITC","Nord-ovest","2","femmine","Y15-34","15-34 anni","4","licenza di scuola media","TOTAL","totale","2019","2019",98.23,,
"ITC","Nord-ovest","2","femmine","Y15-34","15-34 anni","4","licenza di scuola media","TOTAL","totale","2019-Q1","T1-2019",98.701,,
"ITC","Nord-ovest","2","femmine","Y15-34","15-34 anni","4","licenza di scuola media","TOTAL","totale","2019-Q2","T2-2019",100.337,,
"ITC","Nord-ovest","2","femmine","Y15-34","15-34 anni","4","licenza di scuola media","TOTAL","totale","2019-Q4","T4-2019",96.641,,
"ITC","Nord-ovest","2","femmine","Y15-34","15-34 anni","4","licenza di scuola media","TOTAL","totale","2019-Q3","T3-2019",97.243,,
"ITC","Nord-ovest","2","femmine","Y15-34","15-34 anni","4","licenza di scuola media","TOTAL","totale","2020","2020",84.708,,
"ITC","Nord-ovest","2","femmine","Y15-34","15-34 anni","4","licenza di scuola media","TOTAL","totale","2020-Q2","T2-2020",87.507,,
"ITC","Nord-ovest","2","femmine","Y15-34","15-34 anni","4","licenza di scuola media","TOTAL","totale","2020-Q1","T1-2020",108.061,,
"ITC","Nord-ovest","2","femmine","Y15-34","15-34 anni","4","licenza di scuola media","TOTAL","totale","2020-Q3","T3-2020",78.355,,
"ITC","Nord-ovest","2","femmine","Y15-34","15-34 anni","4","licenza di scuola media","TOTAL","totale","2020-Q4","T4-2020",64.908,,
"ITC","Nord-ovest","2","femmine","Y15-34","15-34 anni","7","diploma","TOTAL","totale","2019","2019",336.889,,
"ITC","Nord-ovest","2","femmine","Y15-34","15-34 anni","7","diploma","TOTAL","totale","2019-Q1","T1-2019",324.784,,
"ITC","Nord-ovest","2","femmine","Y15-34","15-34 anni","7","diploma","TOTAL","totale","2019-Q2","T2-2019",358.852,,
"ITC","Nord-ovest","2","femmine","Y15-34","15-34 anni","7","diploma","TOTAL","totale","2019-Q4","T4-2019",331.172,,
"ITC","Nord-ovest","2","femmine","Y15-34","15-34 anni","7","diploma","TOTAL","totale","2019-Q3","T3-2019",332.75,,
"ITC","Nord-ovest","2","femmine","Y15-34","15-34 anni","7","diploma","TOTAL","totale","2020","2020",320.351,,
"ITC","Nord-ovest","2","femmine","Y15-34","15-34 anni","7","diploma","TOTAL","totale","2020-Q2","T2-2020",319.565,,
"ITC","Nord-ovest","2","femmine","Y15-34","15-34 anni","7","diploma","TOTAL","totale","2020-Q1","T1-2020",337.016,,
"ITC","Nord-ovest","2","femmine","Y15-34","15-34 anni","7","diploma","TOTAL","totale","2020-Q3","T3-2020",312.425,,
"ITC","Nord-ovest","2","femmine","Y15-34","15-34 anni","7","diploma","TOTAL","totale","2020-Q4","T4-2020",312.399,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2019","2019",3.488,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2019-Q1","T1-2019",3.903,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2019-Q2","T2-2019",2.473,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2019-Q4","T4-2019",3.363,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2019-Q3","T3-2019",4.212,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2020","2020",5.295,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2020-Q2","T2-2020",4.711,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2020-Q1","T1-2020",4.815,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2020-Q3","T3-2020",5.137,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2020-Q4","T4-2020",6.516,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","4","licenza di scuola media","TOTAL","totale","2019","2019",129.099,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","4","licenza di scuola media","TOTAL","totale","2019-Q1","T1-2019",130.528,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","4","licenza di scuola media","TOTAL","totale","2019-Q2","T2-2019",138.81,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","4","licenza di scuola media","TOTAL","totale","2019-Q4","T4-2019",119.749,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","4","licenza di scuola media","TOTAL","totale","2019-Q3","T3-2019",127.308,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","4","licenza di scuola media","TOTAL","totale","2020","2020",130.55,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","4","licenza di scuola media","TOTAL","totale","2020-Q2","T2-2020",136.101,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","4","licenza di scuola media","TOTAL","totale","2020-Q1","T1-2020",134.089,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","4","licenza di scuola media","TOTAL","totale","2020-Q3","T3-2020",129.758,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","4","licenza di scuola media","TOTAL","totale","2020-Q4","T4-2020",122.251,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","7","diploma","TOTAL","totale","2019","2019",405.571,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","7","diploma","TOTAL","totale","2019-Q1","T1-2019",403.245,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","7","diploma","TOTAL","totale","2019-Q2","T2-2019",401.238,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","7","diploma","TOTAL","totale","2019-Q4","T4-2019",411.51,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","7","diploma","TOTAL","totale","2019-Q3","T3-2019",406.291,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","7","diploma","TOTAL","totale","2020","2020",390.953,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","7","diploma","TOTAL","totale","2020-Q2","T2-2020",394.67,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","7","diploma","TOTAL","totale","2020-Q1","T1-2020",392.209,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","7","diploma","TOTAL","totale","2020-Q3","T3-2020",395.527,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","7","diploma","TOTAL","totale","2020-Q4","T4-2020",381.406,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","11","laurea e post-laurea","TOTAL","totale","2019","2019",126.771,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","11","laurea e post-laurea","TOTAL","totale","2019-Q1","T1-2019",120.206,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","11","laurea e post-laurea","TOTAL","totale","2019-Q2","T2-2019",122.813,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","11","laurea e post-laurea","TOTAL","totale","2019-Q4","T4-2019",136.472,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","11","laurea e post-laurea","TOTAL","totale","2019-Q3","T3-2019",127.593,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","11","laurea e post-laurea","TOTAL","totale","2020","2020",131.763,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","11","laurea e post-laurea","TOTAL","totale","2020-Q2","T2-2020",125.561,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","11","laurea e post-laurea","TOTAL","totale","2020-Q1","T1-2020",137.053,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","11","laurea e post-laurea","TOTAL","totale","2020-Q3","T3-2020",131.135,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","11","laurea e post-laurea","TOTAL","totale","2020-Q4","T4-2020",133.301,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","99","totale","TOTAL","totale","2019","2019",664.928,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","99","totale","TOTAL","totale","2019-Q1","T1-2019",657.882,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","99","totale","TOTAL","totale","2019-Q2","T2-2019",665.333,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","99","totale","TOTAL","totale","2019-Q4","T4-2019",671.093,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","99","totale","TOTAL","totale","2019-Q3","T3-2019",665.404,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","99","totale","TOTAL","totale","2020","2020",658.56,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","99","totale","TOTAL","totale","2020-Q2","T2-2020",661.043,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","99","totale","TOTAL","totale","2020-Q1","T1-2020",668.166,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","99","totale","TOTAL","totale","2020-Q3","T3-2020",661.557,,
"ITD","Nord-est","1","maschi","Y15-34","15-34 anni","99","totale","TOTAL","totale","2020-Q4","T4-2020",643.475,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2019","2019",12.043,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2019-Q1","T1-2019",9.724,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2019-Q2","T2-2019",5.419,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2019-Q4","T4-2019",20.65,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2019-Q3","T3-2019",12.38,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2020","2020",9.307,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2020-Q2","T2-2020",8.344,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2020-Q1","T1-2020",12.516,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2020-Q3","T3-2020",5.221,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2020-Q4","T4-2020",11.146,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","4","licenza di scuola media","TOTAL","totale","2019","2019",135.096,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","4","licenza di scuola media","TOTAL","totale","2019-Q1","T1-2019",154.891,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","4","licenza di scuola media","TOTAL","totale","2019-Q2","T2-2019",138.596,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","4","licenza di scuola media","TOTAL","totale","2019-Q4","T4-2019",116.684,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","4","licenza di scuola media","TOTAL","totale","2019-Q3","T3-2019",130.212,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","4","licenza di scuola media","TOTAL","totale","2020","2020",122.538,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","4","licenza di scuola media","TOTAL","totale","2020-Q2","T2-2020",115.341,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","4","licenza di scuola media","TOTAL","totale","2020-Q1","T1-2020",130.223,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","4","licenza di scuola media","TOTAL","totale","2020-Q3","T3-2020",122.735,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","4","licenza di scuola media","TOTAL","totale","2020-Q4","T4-2020",121.852,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","7","diploma","TOTAL","totale","2019","2019",314.202,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","7","diploma","TOTAL","totale","2019-Q1","T1-2019",312.053,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","7","diploma","TOTAL","totale","2019-Q2","T2-2019",299.372,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","7","diploma","TOTAL","totale","2019-Q4","T4-2019",333.42,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","7","diploma","TOTAL","totale","2019-Q3","T3-2019",311.962,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","7","diploma","TOTAL","totale","2020","2020",321.631,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","7","diploma","TOTAL","totale","2020-Q2","T2-2020",316.086,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","7","diploma","TOTAL","totale","2020-Q1","T1-2020",335.985,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","7","diploma","TOTAL","totale","2020-Q3","T3-2020",308.011,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","7","diploma","TOTAL","totale","2020-Q4","T4-2020",326.444,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","11","laurea e post-laurea","TOTAL","totale","2019","2019",115.296,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","11","laurea e post-laurea","TOTAL","totale","2019-Q1","T1-2019",98.464,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","11","laurea e post-laurea","TOTAL","totale","2019-Q2","T2-2019",124.267,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","11","laurea e post-laurea","TOTAL","totale","2019-Q4","T4-2019",117.962,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","11","laurea e post-laurea","TOTAL","totale","2019-Q3","T3-2019",120.49,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","11","laurea e post-laurea","TOTAL","totale","2020","2020",112.296,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","11","laurea e post-laurea","TOTAL","totale","2020-Q2","T2-2020",116.652,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","11","laurea e post-laurea","TOTAL","totale","2020-Q1","T1-2020",109.931,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","11","laurea e post-laurea","TOTAL","totale","2020-Q3","T3-2020",112.38,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","11","laurea e post-laurea","TOTAL","totale","2020-Q4","T4-2020",110.222,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","99","totale","TOTAL","totale","2019","2019",576.636,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","99","totale","TOTAL","totale","2019-Q1","T1-2019",575.132,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","99","totale","TOTAL","totale","2019-Q2","T2-2019",567.655,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","99","totale","TOTAL","totale","2019-Q4","T4-2019",588.715,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","99","totale","TOTAL","totale","2019-Q3","T3-2019",575.044,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","99","totale","TOTAL","totale","2020","2020",565.772,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","99","totale","TOTAL","totale","2020-Q2","T2-2020",556.421,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","99","totale","TOTAL","totale","2020-Q1","T1-2020",588.654,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","99","totale","TOTAL","totale","2020-Q3","T3-2020",548.347,,
"ITE","Centro","1","maschi","Y15-34","15-34 anni","99","totale","TOTAL","totale","2020-Q4","T4-2020",569.663,,
"ITFG","Mezzogiorno","1","maschi","Y15-34","15-34 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2019","2019",22.146,,
"ITFG","Mezzogiorno","1","maschi","Y15-34","15-34 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2019-Q1","T1-2019",21.084,,
